19.5,2600000.0
20.0,3500000.0
22.0,3500000.0
23.0,3600000.0
23.3,3000000.0
23.5,4200000.0
23.6,3700000.0
24.1,4300000.0
24.2,4100000.0
24.5,3600000.0
24.6,4200000.0
24.6,4200000.0
24.7,3700000.0
24.7,3700000.0
25.0,3800000.0
25.0,3900000.0
25.0,3500000.0
25.0,4200000.0
25.0,4400000.0
25.1,4000000.0
25.1,3800000.0
25.2,4000000.0
25.2,4200000.0
25.3,4000000.0
25.3,4600000.0
25.5,4300000.0
25.5,4300000.0
25.5,3600000.0
25.6,3700000.0
25.7,4100000.0
25.7,3600000.0
25.7,4700000.0
25.8,4300000.0
25.8,3700000.0
25.9,4100000.0
25.9,3700000.0
25.9,4100000.0
25.9,4000000.0
25.9,4400000.0
26.0,3800000.0
26.0,4200000.0
26.0,3800000.0
26.1,4500000.0
26.1,4300000.0
26.1,4300000.0
26.1,4800000.0
26.2,4400000.0
26.3,3500000.0
26.3,4800000.0
26.3,3300000.0
26.3,4200000.0
26.4,3700000.0
26.5,4200000.0
26.5,5000000.0
26.5,4200000.0
26.5,4000000.0
26.6,3800000.0
26.6,4600000.0
26.6,5200000.0
26.7,4000000.0
26.7,3500000.0
26.7,4500000.0
26.8,4000000.0
26.8,4500000.0
26.8,3600000.0
26.8,4500000.0
26.8,4700000.0
26.8,4500000.0
26.9,3400000.0
26.9,4100000.0
26.9,4600000.0
27.0,4500000.0
27.0,3300000.0
27.0,3500000.0
27.1,4100000.0
27.1,3900000.0
27.2,4200000.0
27.2,4600000.0
27.2,4400000.0
27.2,4600000.0
27.2,3400000.0
27.2,4000000.0
27.3,4100000.0
27.3,3900000.0
27.3,4700000.0
27.3,4300000.0
27.3,4300000.0
27.3,3800000.0
27.3,4300000.0
27.3,3500000.0
27.3,3900000.0
27.4,4300000.0
27.4,3900000.0
27.4,4100000.0
27.5,4300000.0
27.5,4100000.0
27.5,3400000.0
27.5,4400000.0
27.5,4500000.0
27.5,4800000.0
27.6,4300000.0
27.6,4200000.0
27.6,4200000.0
27.6,4100000.0
27.6,5500000.0
27.6,4600000.0
27.7,4100000.0
27.7,4500000.0
27.7,3400000.0
27.7,4200000.0
27.7,4300000.0
27.7,4400000.0
27.8,4800000.0
27.8,4100000.0
27.8,4800000.0
27.8,4700000.0
27.8,3900000.0
27.8,4300000.0
27.8,4400000.0
27.9,4400000.0
27.9,4000000.0
27.9,4100000.0
27.9,3900000.0
27.9,4600000.0
27.9,4300000.0
27.9,4600000.0
27.9,5200000.0
27.9,4800000.0
27.9,4200000.0
28.0,4400000.0
28.0,5200000.0
28.0,4500000.0
28.0,3600000.0
28.0,4400000.0
28.0,4100000.0
28.0,4500000.0
28.0,4200000.0
28.0,4300000.0
28.1,3800000.0
28.1,3700000.0
28.1,4800000.0
28.1,3600000.0
28.2,5200000.0
28.2,3500000.0
28.2,5300000.0
28.2,4100000.0
28.2,4200000.0
28.2,3900000.0
28.2,4900000.0
28.3,4600000.0
28.3,4400000.0
28.3,3400000.0
28.3,4400000.0
28.3,4400000.0
28.3,4200000.0
28.3,4600000.0
28.3,5100000.0
28.3,5400000.0
28.4,4100000.0
28.4,4200000.0
28.4,4000000.0
28.4,4500000.0
28.4,5200000.0
28.4,4300000.0
28.4,3700000.0
28.4,4400000.0
28.4,3600000.0
28.4,5000000.0
28.4,4000000.0
28.5,4400000.0
28.5,5100000.0
28.5,4300000.0
28.5,5100000.0
28.5,4700000.0
28.5,3800000.0
28.5,4900000.0
28.5,3600000.0
28.6,4300000.0
28.6,4300000.0
28.6,4500000.0
28.6,4500000.0
28.6,4100000.0
28.6,4200000.0
28.6,3600000.0
28.7,4000000.0
28.7,4800000.0
28.7,4000000.0
28.7,4500000.0
28.7,4700000.0
28.7,5300000.0
28.7,4900000.0
28.7,5300000.0
28.7,5200000.0
28.8,4600000.0
28.8,3900000.0
28.8,4400000.0
28.8,4300000.0
28.8,4100000.0
28.8,4200000.0
28.8,4500000.0
28.8,4700000.0
28.8,4400000.0
28.8,4200000.0
28.8,4300000.0
28.8,4100000.0
28.8,5000000.0
28.9,4200000.0
28.9,4500000.0
28.9,5100000.0
28.9,5000000.0
28.9,4800000.0
28.9,4400000.0
28.9,4700000.0
28.9,4600000.0
28.9,4100000.0
28.9,4800000.0
28.9,4200000.0
28.9,4200000.0
29.0,3700000.0
29.0,4500000.0
29.0,4200000.0
29.0,4700000.0
29.0,4400000.0
29.0,3900000.0
29.0,5000000.0
29.0,4800000.0
29.0,3800000.0
29.0,4200000.0
29.0,4500000.0
29.1,3900000.0
29.1,5400000.0
29.1,5200000.0
29.1,5100000.0
29.1,4800000.0
29.1,4300000.0
29.1,4000000.0
29.1,4700000.0
29.1,4900000.0
29.1,3800000.0
29.1,3800000.0
29.2,4100000.0
29.2,4300000.0
29.2,3700000.0
29.2,5200000.0
29.2,4200000.0
29.2,4300000.0
29.2,3600000.0
29.2,4800000.0
29.2,4800000.0
29.2,4600000.0
29.2,4100000.0
29.2,3500000.0
29.2,4400000.0
29.2,4700000.0
29.2,4600000.0
29.2,4200000.0
29.3,4500000.0
29.3,4600000.0
29.3,4700000.0
29.3,4400000.0
29.3,4900000.0
29.3,4400000.0
29.3,5000000.0
29.3,4400000.0
29.3,4900000.0
29.3,4900000.0
29.3,4000000.0
29.3,3700000.0
29.4,4300000.0
29.4,4400000.0
29.4,4700000.0
29.4,3800000.0
29.4,4700000.0
29.4,4400000.0
